76 1
7.366 1.439885 -0.03332581
7.290012954846937 1.4573385084990935 -0.03332208626666666
7.1772668497737895 1.4842671660021076 -0.03331836253333333
7.0196018180375255 1.5177352144987344 -0.0333146388
6.826232298542201 1.5585846154085898 -0.03331091506666666
6.603771632429918 1.6004735383654587 -0.03330719133333333
6.230206054404629 1.6571562374403048 -0.0333034676
5.963756613359474 1.6893040545075415 -0.03329974386666666
5.689842781611226 1.715243111755369 -0.03329602013333333
5.551760289306005 1.7262587153417441 -0.0332922964
5.413551115343612 1.7355484948596158 -0.03328857266666666
5.275757078399422 1.7433102222850358 -0.03328484893333333
5.138910088983768 1.750078947211838 -0.0332811252
5.003404162358492 1.755959059745268 -0.03327740146666666
4.8694886089943825 1.760424275579399 -0.03327367773333333
4.737498528430502 1.7635559520657274 -0.033269954
4.607747704929311 1.765697103987795 -0.03326623026666666
4.48049949725132 1.7670521693926737 -0.03326250653333333
4.355940016527189 1.7675061976177453 -0.0332587828
4.234236630850502 1.7669545254219716 -0.03325505906666666
4.115554426300365 1.76552657119228 -0.03325133533333333
4.000043249800832 1.7635600206462692 -0.0332476116
3.8878052495939093 1.761109899477238 -0.03324388786666666
3.7789220105827286 1.7581274030341152 -0.03324016413333333
3.6734500347116947 1.754645764321403 -0.0332364404
3.5714356157434484 1.75070921612567 -0.03323271666666666
3.472916741963974 1.746329139237261 -0.03322899293333333
3.3779103045072643 1.7415279977827076 -0.0332252692
3.2864123174952233 1.736344875363333 -0.03322154546666666
3.1984249651911565 1.7308297672848354 -0.03321782173333333
3.1139214020193755 1.7250164690691643 -0.033214098
3.032881310823278 1.7189551850734845 -0.03321037426666666
2.9552661745608644 1.7126742948248899 -0.03320665053333333
2.8810322565838025 1.7062077009237735 -0.0332029268
2.810124369854358 1.6995838915472952 -0.03319920306666666
2.7424928291025363 1.6928312767843452 -0.03319547933333333
2.6780721913808225 1.6859949244315284 -0.0331917556
2.6167907518870432 1.6791089394015848 -0.03318803186666666
2.558571464012487 1.6722129750828139 -0.03318430813333333
2.5033514422898726 1.6652969216511275 -0.0331805844
2.4510517171343826 1.6583562884056615 -0.03317686066666666
2.401593977910191 1.6513975708517459 -0.03317313693333333
2.3548896264505927 1.6444438873733498 -0.0331694132
2.3108555570260823 1.6375182928557637 -0.03316568946666666
2.269408007624123 1.6306272849468215 -0.03316196573333333
2.2304573639684833 1.623766362099066 -0.033158242
2.1939194778512245 1.616925429958363 -0.03315451826666666
2.1597009242294476 1.6101441410566573 -0.03315079453333333
2.127712784764931 1.6034345053544454 -0.0331470708
2.0978654928563083 1.5967864462915486 -0.03314334706666666
2.070074039356978 1.5901511787247495 -0.03313962333333333
2.044265390842906 1.5835018649977126 -0.0331358996
2.020335398274687 1.5768837387184202 -0.03313217586666666
1.9981849700081948 1.570330946275525 -0.03312845213333333
1.9777301832079939 1.5638222628411766 -0.0331247284
1.9588981940453776 1.5573308240420525 -0.03312100466666666
1.9415999818934342 1.550840957341563 -0.03311728093333333
1.925757576164683 1.5443313551201483 -0.0331135572
1.9113037885362028 1.5377585065373816 -0.03310983346666666
1.8982207394093304 1.5310397555460888 -0.03310610973333333
1.8864155218614478 1.524214683234013 -0.033102386
1.8758273353619108 1.5172618042834043 -0.03309866226666666
1.866422847288808 1.510137274303137 -0.03309493853333333
1.8580714460586698 1.502963907198474 -0.0330912148
1.8507178824398345 1.4957312204526323 -0.03308749106666666
1.8448119206250704 1.4880537757809242 -0.03308376733333333
1.8425659191982442 1.4792917412327682 -0.0330800436
1.8430523093306768 1.4706362445159475 -0.03307631986666666
1.8477956938288749 1.4635476676402057 -0.03307259613333333
1.853711609456627 1.457563845126007 -0.0330688724
1.859828272374255 1.4520201290447312 -0.03306514866666666
1.8666144395286928 1.447315253860626 -0.03306142493333333
1.873835751775986 1.4430979128559918 -0.0330577012
1.8813696012535521 1.4391207015559189 -0.03305397746666666
1.88927630645777 1.4353057079009346 -0.03305025373333333
1.904129 1.427906 -0.03304653
